ID+ANAG_ORD_BONIFICI+ANAGRAFICA_DEB_FATTURA+Riconciliated
1+Marelli Automotive Lighti+AUTOMOTIVE LIGHTING S.R.O.+1
2+ALAIN BULTEL TRAVAUX SPECIAUX+ALAIN BULTEL TRAVAUX SPECIAUX+1
3+Vegan XL B.V.+VEGAN XL B.V.+1
4+ZAMPERLA SLOVAKIA, S.R.O.+ZAMPERLA SLOVAKIA S.R.O.+1
5+M. Dechent GmbH+DECHENT M. GMBH+1
6+I/S Gobi Vin+I/S GOBI VIN+1
7+STENOR OOD+STENOR OOD+1
8+MAQUINARIA MEYCO S.L.+MAQUINARIA MEYCO, S.L.+1
9+MAQUINARIA MEYCO S.L.+MAQUINARIA MEYCO, S.L.+1
10+RELIA TRADING LTD+RELIA TRADING LTD+1
11+YAGI TSUSHO LTD.+YAGI TSUSHO LTD S1-DEPT+1
12+HADI - Handelsgesellschaft f. Gartenbaubedarf mbH+HADI HANDELSGESELLSCHAFT+1
13+HADI - Handelsgesellschaft f. Gartenbaubedarf mbH+HADI HANDELSGESELLSCHAFT+1
14+HADI - Handelsgesellschaft f. Gartenbaubedarf mbH+HADI HANDELSGESELLSCHAFT+1
15+Polyprint A/S+POLYPRINT AS+1
16+CENTROS COMERCIALES CARREFOUR S.A.+CENTROS COMERCIALES CARREFOUR SA+1
17+SAS UNIQ LES JUS DE FRUITS D'AACE+JUS DE FRUITS D'ALSACE+1
18+SAS UNIQ LES JUS DE FRUITS D'AACE+JUS DE FRUITS D'ALSACE+1
19+ENVIOLET GMBH+ENVIOLET GMBH+1
20+PRZEDSIEBIORSTWO WIELOBRANZOWE CENT+CENTROSTAL-WROCLAW SA+1
21+AUNILEC SARL+AUNILEC+1
22+PROLICHT GMBH+PROLICHT GMBH+1
23+Eterna Nahrungsmittel Gesellschaft+ETERNA NAHRUNGGSMITTEL+1
24+"REXEL GERMANY GMBH + CO. KG"+REXEL GERMANY GMBH & CO. KG+1
25+"REXEL GERMANY GMBH + CO. KG"+REXEL GERMANY GMBH & CO. KG+1
26+"REXEL GERMANY GMBH + CO. KG"+REXEL GERMANY GMBH & CO. KG+1
27+ETS FAURE ET FILS+FAURE S.A.+1
28+Buerohaus Feuerstein GmbH+BUEROHAUS FEUERSTEIN GMBH+1
29+BOS Ungarn KG+BOS AUTOMOTIVE HUNGARY LP+1
30+BOS Ungarn KG+BOS AUTOMOTIVE HUNGARY LP+1
31+JOYSON SAFETY SYSTEMS ARAD SRL+JOYSON SAFETY SYSTEMS ARAD SRL+1
32+JOYSON SAFETY SYSTEMS ARAD SRL+JOYSON SAFETY SYSTEMS ARAD SRL+1
33+ESAB MIDDLE EAST FZE+ESAB MIDDLE EAST FZE+1
34+GRANIT ONLINE SRL+GRANIT ONLINE SRL+1
35+SALZGITTER MANNESMANN STAHLHANDEL SP. Z O. O.+SALZGITTER MANNESMANN STAHLHANDELSP. Z O+1
36+LESPATEX, D.O.O., LJUBLJANA+LESPATEX D.O.O.+1
37+"LIDL DIENSTLEISTUNG GMBH + CO. KG"+LIDL DIENSTLEISTUNG GMBH & CO. KG+1
38+"LIDL DIENSTLEISTUNG GMBH + CO. KG"+LIDL DIENSTLEISTUNG GMBH & CO. KG+1
39+"LIDL DIENSTLEISTUNG GMBH + CO. KG"+LIDL DIENSTLEISTUNG GMBH & CO. KG+1
40+"LIDL DIENSTLEISTUNG GMBH + CO. KG"+LIDL DIENSTLEISTUNG GMBH & CO. KG+1
41+"LIDL DIENSTLEISTUNG GMBH + CO. KG"+LIDL DIENSTLEISTUNG GMBH & CO. KG+1
42+"LIDL DIENSTLEISTUNG GMBH + CO. KG"+LIDL DIENSTLEISTUNG GMBH & CO. KG+1
43+ANIMALCO A.S.+ANIMALCO A.S.+1
44+MONTER DRAVOGRAD D.O.O.+MONTER DRAVOGRAD D.O.O.+1
45+HIERROS J OLMOS S.A.+HIERROS J.OLMOS SA+1
46+CASTELLI MARBLE INC+CASTELLI MARBLE INC.+1
47+INDUSTECH BALTIC OU+INDUSTCH BALTIC OU+1
48+KARELIAN LIHAJALOSTE OY+KARELIAN LIHAJALOSTE OY+1
49+BELLA SP. Z O.O.+BELLA SP. Z.O.O.+1
50+TRICIA JONES GMBH+TRICIA JONES GMBH+1
51+CECLA BENELUX BV+CECLA BENELUX B.V.+1
52+JUMBO SUPERMARKTEN BV+JUMBO SUPERMARKTEN BV+1
53+JUMBO SUPERMARKTEN BV+JUMBO SUPERMARKTEN BV+1
54+SARL KICK'S+SARL KICK S+1
55+FERO-TERM d.o.o.+FERO-TERM D.O.O.+1
56+BM plus, spol. s r.o.+BM PLUS, SPOL. SR.O.+1
57+INEMER INDUSTRIA ELEMENTOS ROSCA DO+INEMER LDA INDUSTRIA DE ELEMENTOS RASCADO+1
58+Valeo Embrayages+VALEO EMBRAYAGES+1
59+Valeo Embrayages+VALEO EMBRAYAGES+1
60+Valeo Embrayages+VALEO EMBRAYAGES+1
61+Valeo Embrayages+VALEO EMBRAYAGES+1
62+Valeo Embrayages+VALEO EMBRAYAGES+1
63+Valeo Embrayages+VALEO EMBRAYAGES+1
64+Valeo Embrayages+VALEO EMBRAYAGES+1
65+Valeo Embrayages+VALEO EMBRAYAGES+1
66+Valeo Embrayages+VALEO EMBRAYAGES+1
67+Valeo Embrayages+VALEO EMBRAYAGES+1
68+Valeo Embrayages+VALEO EMBRAYAGES+1
69+Valeo Embrayages+VALEO EMBRAYAGES+1
70+Valeo Embrayages+VALEO EMBRAYAGES+1
71+Valeo Embrayages+VALEO EMBRAYAGES+1
72+GIADA+GIADA+1
73+GIADA+GIADA+1
74+GIADA+GIADA+1
75+GIADA+GIADA+1
76+Valeo Embrayages+VALEO EMBRAYAGES+1
77+Valeo Embrayages+VALEO EMBRAYAGES+1
78+SELEX INDUSTRIAL, s.r.o.+SELEX INDUSTRIAL SRO+1
79+ALIBERICA INTERNACIONAL FORWARDING SL+ALIBERICA INT.FORWARDING SL+1
80+MICRON SPRAYERS LIMITED+MICRON SPRAYERS LIMITED+1
81+AMALTHIA TRADING (LIMASSOL) LIMITED+AMALTHIA TRADING+1
82+PLEXIROM SRL+PLEXIROM SRL+1
83+EMES FEEDERING SRL+EMES FEEDERING+1
84+EMES FEEDERING SRL+EMES FEEDERING+1
